"neighbourhood_group","date","m2_price","inflation","HICP","population_density","listings_count","minimum_nights","nigth_price","availability_365","listing_reviews","number_of_reviews","reviews_per_month","hosts_count","Private_room","Entire_home","Hotel_room","Shared_room"
"Salamanca",2014-03-01,13.6,0.2,-0.2,795,4,10.25,86.3333333333333,186,7,75,0.5275,4,1,3,0,0
"Salamanca",2014-04-01,13.6,0.9,0.3,795,3,4.66666666666667,121,278,6,104.666666666667,0.803333333333333,3,0,3,0,0
"Salamanca",2014-05-01,13.6,0,0.2,795,6,8.83333333333333,108.4,199.5,15,109.666666666667,0.775,6,1,5,0,0
"Salamanca",2014-06-01,13.7,0,0,795,6,8.83333333333333,108.4,199.5,14,109.666666666667,0.775,6,1,5,0,0
"Salamanca",2014-07-01,13.7,-0.9,-0.4,795,6,13.3333333333333,84.8,194.833333333333,8,100,0.706666666666667,6,2,4,0,0
"Salamanca",2014-08-01,13.7,0.2,-0.5,795,6,8.5,120.8,208.166666666667,9,103.166666666667,0.728333333333333,6,1,5,0,0
"Salamanca",2014-09-01,13.8,0.2,-0.3,795,10,8,118.142857142857,165.9,25,74.5,0.539,10,2,8,0,0
"Salamanca",2014-10-01,13.9,0.5,-0.2,795,12,12.1666666666667,106.625,156.083333333333,26,61.8333333333333,0.448333333333333,11,3,9,0,0
"Salamanca",2014-11-01,14,-0.1,-0.5,795,5,3.4,119.5,188.2,8,109.4,0.774,5,1,4,0,0
"Salamanca",2014-12-01,14,-0.6,-1.1,795,8,9.375,150,149.75,9,81.375,0.60875,7,1,7,0,0
"Chamartín",2014-03-01,12.3,0.2,-0.2,795,3,1.33333333333333,67.5,21.3333333333333,6,183.666666666667,1.39333333333333,3,2,1,0,0
"Chamartín",2014-04-01,12.3,0.9,0.3,795,5,1.8,71,72.4,8,145.6,1.116,5,2,3,0,0
"Chamartín",2014-05-01,12.3,0,0.2,795,4,1.5,71,90.5,9,172,1.315,4,2,2,0,0
"Chamartín",2014-06-01,12.3,0,0,795,4,1.75,64,79.25,8,159.5,1.235,4,2,2,0,0
"Chamartín",2014-07-01,12.3,-0.9,-0.4,795,4,1.5,71,86.25,10,174.75,1.36,4,2,2,0,0
"Chamartín",2014-08-01,12.4,0.2,-0.5,795,7,2.14285714285714,84.3333333333333,143.857142857143,9,132.285714285714,1.05428571428571,6,1,6,0,0
"Chamartín",2014-09-01,12.3,0.2,-0.3,795,4,2.5,78.3333333333333,88.25,10,167.5,1.3325,4,1,3,0,0
"Chamartín",2014-10-01,12.4,0.5,-0.2,795,5,2.4,80,80.6,14,148,1.162,4,1,4,0,0
"Chamartín",2014-11-01,12.5,-0.1,-0.5,795,3,2,67.5,17.3333333333333,8,169.333333333333,1.33666666666667,3,1,2,0,0
"Chamartín",2014-12-01,12.6,-0.6,-1.1,795,6,2.33333333333333,78.25,109.333333333333,6,131.5,1.045,6,1,5,0,0
"Tetuán",2014-01-01,11.2,-1.3,0.3,795,2,1,105.5,243,4,320.5,2.315,2,0,2,0,0
"Tetuán",2014-04-01,11.2,0.9,0.3,795,2,1,105.5,243,4,320.5,2.315,2,0,2,0,0
"Tetuán",2014-05-01,11.2,0,0.2,795,3,11,118.666666666667,186,3,224.333333333333,1.62,3,0,3,0,0
"Tetuán",2014-06-01,11.2,0,0,795,1,1,81,313,1,571,4.1,1,0,1,0,0
"Tetuán",2014-07-01,11.2,-0.9,-0.4,795,1,1,81,313,1,571,4.1,1,0,1,0,0
"Tetuán",2014-08-01,11.3,0.2,-0.5,795,1,1,81,313,3,571,4.1,1,0,1,0,0
"Tetuán",2014-09-01,11.4,0.2,-0.3,795,3,11,88.6666666666667,230.666666666667,9,423,3.26666666666667,3,1,2,0,0
"Tetuán",2014-10-01,11.3,0.5,-0.2,795,3,11.6666666666667,92.5,127,8,267,2.14,3,1,2,0,0
"Tetuán",2014-11-01,11.4,-0.1,-0.5,795,2,1,60.5,310,12,618.5,4.785,2,1,1,0,0
"Tetuán",2014-12-01,11.4,-0.6,-1.1,795,2,1,60.5,310,9,618.5,4.785,2,1,1,0,0
"Chamberí",2014-01-01,13.2,-1.3,0.3,795,9,14.8888888888889,111.833333333333,109.111111111111,11,97.7777777777778,0.684444444444444,8,4,5,0,0
"Chamberí",2014-02-01,13.1,0,0.1,795,7,2.71428571428571,90.1666666666667,135.857142857143,13,163,1.14,6,3,4,0,0
"Chamberí",2014-03-01,13.2,0.2,-0.2,795,7,3.42857142857143,119.142857142857,189.142857142857,15,126,0.921428571428571,7,2,5,0,0
"Chamberí",2014-04-01,13.2,0.9,0.3,795,11,7.54545454545455,99.4285714285714,111.090909090909,27,123.909090909091,0.882727272727273,10,5,6,0,0
"Chamberí",2014-05-01,13.2,0,0.2,795,15,2.73333333333333,105.166666666667,100.133333333333,29,130.333333333333,0.936,13,6,9,0,0
"Chamberí",2014-06-01,13.3,0,0,795,13,27.6153846153846,99,129.230769230769,41,113.846153846154,0.799230769230769,12,5,8,0,0
"Chamberí",2014-07-01,13.3,-0.9,-0.4,795,9,35.7777777777778,95.75,179,28,134.666666666667,0.982222222222222,9,4,5,0,0
"Chamberí",2014-08-01,13.5,0.2,-0.5,795,9,2.66666666666667,118.375,126.444444444444,26,148.444444444444,1.09222222222222,9,3,6,0,0
"Chamberí",2014-09-01,13.4,0.2,-0.3,795,13,2.69230769230769,97.9,110.769230769231,41,168.846153846154,1.27230769230769,13,4,9,0,0
"Chamberí",2014-10-01,13.6,0.5,-0.2,795,13,4.84615384615385,88.1818181818182,108.230769230769,44,166.846153846154,1.24384615384615,12,5,8,0,0
"Chamberí",2014-11-01,13.7,-0.1,-0.5,795,12,5.08333333333333,103.666666666667,76.4166666666667,34,189.833333333333,1.42333333333333,11,4,8,0,0
"Chamberí",2014-12-01,13.7,-0.6,-1.1,795,17,8.23529411764706,103.333333333333,81.1764705882353,32,152.941176470588,1.15,15,6,11,0,0
"Latina",2014-01-01,8.4,-1.3,0.3,795,2,3,31,67.5,3,118.5,0.85,2,2,0,0,0
"Latina",2014-02-01,8.4,0,0.1,795,3,3,30.5,61.6666666666667,3,165.666666666667,1.16,2,3,0,0,0
"Latina",2014-03-01,8.4,0.2,-0.2,795,2,3,31,67.5,4,118.5,0.85,2,2,0,0,0
"Latina",2014-04-01,8.4,0.9,0.3,795,3,2.66666666666667,43.5,46.6666666666667,5,180.666666666667,1.27666666666667,2,3,0,0,0
"Latina",2014-05-01,8.3,0,0.2,795,2,2.5,30,25,3,235.5,1.65,1,2,0,0,0
"Latina",2014-06-01,8.4,0,0,795,1,3,57,90,1,71,0.53,1,1,0,0,0
"Latina",2014-07-01,8.5,-0.9,-0.4,795,1,3,57,90,2,71,0.53,1,1,0,0,0
"Latina",2014-09-01,8.6,0.2,-0.3,795,6,4,39.25,84.6666666666667,8,106.5,0.766666666666667,5,5,1,0,0
"Latina",2014-10-01,8.7,0.5,-0.2,795,6,3.83333333333333,34,119.5,10,58.1666666666667,0.438333333333333,5,5,1,0,0
"Latina",2014-11-01,8.7,-0.1,-0.5,795,6,3.33333333333333,43.2,108.166666666667,10,66.8333333333333,0.51,4,6,0,0,0
"Latina",2014-12-01,8.5,-0.6,-1.1,795,7,3.42857142857143,38,122.428571428571,10,96.7142857142857,0.702857142857143,5,7,0,0,0
"Carabanchel",2014-01-01,8.5,-1.3,0.3,795,1,4,28,63,1,65,0.5,1,1,0,0,0
"Carabanchel",2014-03-01,8.4,0.2,-0.2,795,1,21,40,264,1,53,0.42,1,0,1,0,0
"Carabanchel",2014-05-01,8.4,0,0.2,795,1,21,40,264,1,53,0.42,1,0,1,0,0
"Carabanchel",2014-07-01,8.3,-0.9,-0.4,795,1,2,24,0,1,19,0.13,1,1,0,0,0
"Carabanchel",2014-08-01,8.3,0.2,-0.5,795,2,11.5,32,132,3,36,0.275,2,1,1,0,0
"Carabanchel",2014-09-01,8.3,0.2,-0.3,795,1,21,40,264,2,53,0.42,1,0,1,0,0
"Carabanchel",2014-10-01,8.4,0.5,-0.2,795,2,11.5,32,132,4,36,0.275,2,1,1,0,0
"Carabanchel",2014-11-01,8.3,-0.1,-0.5,795,1,21,40,264,1,53,0.42,1,0,1,0,0
"Carabanchel",2014-12-01,8.4,-0.6,-1.1,795,2,14,52.5,165,2,41.5,0.335,2,0,2,0,0
"Usera",2014-01-01,8.3,-1.3,0.3,795,1,4,45,298,1,87,0.6,1,1,0,0,0
"Usera",2014-02-01,8.3,0,0.1,795,1,4,45,298,1,87,0.6,1,1,0,0,0
"Usera",2014-03-01,8.3,0.2,-0.2,795,1,4,45,298,1,87,0.6,1,1,0,0,0
"Usera",2014-04-01,8.2,0.9,0.3,795,1,4,45,298,2,87,0.6,1,1,0,0,0
"Usera",2014-05-01,8.3,0,0.2,795,1,4,45,298,3,87,0.6,1,1,0,0,0
"Usera",2014-09-01,8.3,0.2,-0.3,795,1,4,45,298,3,87,0.6,1,1,0,0,0
"Usera",2014-12-01,8.4,-0.6,-1.1,795,1,4,45,298,2,87,0.6,1,1,0,0,0
"Puente de Vallecas",2014-01-01,8.4,-1.3,0.3,795,1,2,36,85,1,182,1.39,1,1,0,0,0
"Puente de Vallecas",2014-02-01,8.3,0,0.1,795,1,2,36,85,1,182,1.39,1,1,0,0,0
"Puente de Vallecas",2014-04-01,8.3,0.9,0.3,795,2,91,36,117.5,2,135.5,1.015,2,2,0,0,0
"Puente de Vallecas",2014-07-01,8.3,-0.9,-0.4,795,2,91,36,117.5,4,135.5,1.015,2,2,0,0,0
"Puente de Vallecas",2014-09-01,8.2,0.2,-0.3,795,2,91,36,117.5,9,135.5,1.015,2,2,0,0,0
"Puente de Vallecas",2014-10-01,8.3,0.5,-0.2,795,2,91,36,117.5,5,135.5,1.015,2,2,0,0,0
"Puente de Vallecas",2014-11-01,8.3,-0.1,-0.5,795,2,91,36,117.5,2,135.5,1.015,2,2,0,0,0
"Puente de Vallecas",2014-12-01,8.3,-0.6,-1.1,795,1,2,36,85,1,182,1.39,1,1,0,0,0
"Moratalaz",2014-01-01,8,-1.3,0.3,795,1,3,190,77,1,194,1.39,1,0,1,0,0
"Moratalaz",2014-04-01,8.1,0.9,0.3,795,1,3,190,77,1,194,1.39,1,0,1,0,0
"Ciudad Lineal",2014-01-01,10,-1.3,0.3,795,1,5,60,41,2,136,1.02,1,0,1,0,0
"Ciudad Lineal",2014-02-01,10,0,0.1,795,1,5,60,41,3,136,1.02,1,0,1,0,0
"Ciudad Lineal",2014-03-01,10,0.2,-0.2,795,1,5,60,41,1,136,1.02,1,0,1,0,0
"Ciudad Lineal",2014-04-01,10,0.9,0.3,795,2,6,60,20.5,2,68.5,0.515,2,0,2,0,0
"Ciudad Lineal",2014-05-01,10,0,0.2,795,1,5,60,41,3,136,1.02,1,0,1,0,0
"Ciudad Lineal",2014-06-01,10,0,0,795,1,5,60,41,4,136,1.02,1,0,1,0,0
"Ciudad Lineal",2014-07-01,10,-0.9,-0.4,795,2,4,43,126,2,129.5,1.005,2,1,1,0,0
"Ciudad Lineal",2014-08-01,10,0.2,-0.5,795,1,5,60,41,2,136,1.02,1,0,1,0,0
"Ciudad Lineal",2014-09-01,10,0.2,-0.3,795,4,3,48.75,227,10,82.5,0.65,4,3,1,0,0
"Ciudad Lineal",2014-10-01,10,0.5,-0.2,795,3,3,46.6666666666667,199.333333333333,8,82.6666666666667,0.65,3,2,1,0,0
"Ciudad Lineal",2014-11-01,10,-0.1,-0.5,795,4,2.5,46.6666666666667,149.5,14,65.75,0.5125,4,3,1,0,0
"Ciudad Lineal",2014-12-01,10,-0.6,-1.1,795,4,3.5,70.6666666666667,118,8,77,0.6075,4,2,2,0,0
"Hortaleza",2014-01-01,10.3,-1.3,0.3,795,1,3,260,290,2,136,0.9,1,0,1,0,0
"Hortaleza",2014-02-01,10.4,0,0.1,795,2,2.5,167.5,310.5,2,169.5,1.1,2,1,1,0,0
"Hortaleza",2014-03-01,10.4,0.2,-0.2,795,2,2.5,197,309,4,139,0.93,1,0,2,0,0
"Hortaleza",2014-04-01,10.3,0.9,0.3,795,2,2.5,167.5,310.5,4,169.5,1.1,2,1,1,0,0
"Hortaleza",2014-05-01,10.3,0,0.2,795,2,2,167.5,324,4,89.5,0.595,2,1,1,0,0
"Hortaleza",2014-06-01,10.2,0,0,795,1,2,75,331,3,203,1.3,1,1,0,0,0
"Hortaleza",2014-07-01,10.3,-0.9,-0.4,795,1,15,170,248,1,29,0.23,1,0,1,0,0
"Hortaleza",2014-08-01,10.3,0.2,-0.5,795,1,2,75,331,1,203,1.3,1,1,0,0,0
"Hortaleza",2014-09-01,10.2,0.2,-0.3,795,5,4.6,130.8,298.6,7,104.6,0.7,4,2,3,0,0
"Hortaleza",2014-10-01,10.3,0.5,-0.2,795,3,6.33333333333333,148.333333333333,278,5,59.3333333333333,0.413333333333333,3,1,2,0,0
"Hortaleza",2014-11-01,10.3,-0.1,-0.5,795,1,2,75,331,1,203,1.3,1,1,0,0,0
"Hortaleza",2014-12-01,10.3,-0.6,-1.1,795,4,5.25,168.333333333333,217.25,4,92.25,0.61,4,2,2,0,0
"Villaverde",2014-08-01,7.4,0.2,-0.5,795,1,5,84,291,1,43,0.35,1,0,1,0,0
"Villa de Vallecas",2014-09-01,9,0.2,-0.3,795,1,2,45,347,1,85,0.7,1,1,0,0,0
"Barajas",2014-01-01,9.5,-1.3,0.3,795,3,1.33333333333333,117,108.666666666667,5,397,2.76666666666667,3,1,2,0,0
"Barajas",2014-02-01,9.7,0,0.1,795,2,1,98,64,3,460,3.17,2,1,1,0,0
"Barajas",2014-03-01,9.8,0.2,-0.2,795,2,1.5,136,99,6,232.5,1.65,2,1,1,0,0
"Barajas",2014-04-01,9.8,0.9,0.3,795,2,1,98,64,7,460,3.17,2,1,1,0,0
"Barajas",2014-05-01,9.7,0,0.2,795,2,1,98,64,5,460,3.17,2,1,1,0,0
"Barajas",2014-07-01,9.3,-0.9,-0.4,795,2,1,98,64,2,460,3.17,2,1,1,0,0
"Barajas",2014-09-01,9.5,0.2,-0.3,795,3,1.33333333333333,117,108.666666666667,5,397,2.76666666666667,3,1,2,0,0
"Centro",2015-01-01,13.8,-1.6,-1.5,800,242,7.63223140495868,121.81220657277,170.714876033058,582,293.789256198347,2.22355371900826,177,40,202,0,0
"Centro",2015-02-01,13.8,0.2,-1.2,800,220,8.83636363636364,120.190721649485,171.168181818182,608,315.590909090909,2.39536363636364,159,34,186,0,0
"Centro",2015-03-01,13.8,0.6,-0.8,800,262,7.03053435114504,123.568965517241,172.076335877863,786,304.519083969466,2.33404580152672,186,41,221,0,0
"Centro",2015-04-01,13.9,0.9,-0.7,800,313,8.46964856230032,123.01872659176,162.750798722045,1002,277.702875399361,2.14137380191693,226,51,262,0,0
"Centro",2015-05-01,13.9,0.5,-0.3,800,349,10.0372492836676,125.810631229236,164.638968481375,1236,267.532951289398,2.07839541547278,252,60,289,0,0
"Centro",2015-06-01,13.9,0.3,0,800,354,10.9011299435028,127.378640776699,168.700564971751,1250,275.375706214689,2.15432203389831,246,63,291,0,0
"Centro",2015-07-01,13.9,-0.9,0,800,362,8.39502762430939,127.46925566343,161.270718232044,1212,277.541436464088,2.18533149171271,256,72,290,0,0
"Centro",2015-08-01,14,-0.3,-0.5,800,299,7.86622073578595,128.893700787402,163.234113712375,1039,312.053511705686,2.47384615384615,200,63,236,0,0
"Centro",2015-09-01,14.2,-0.3,-1.1,800,413,10.3777239709443,122.051136363636,162.113801452785,1458,273.791767554479,2.18721549636804,290,88,324,0,1
"Centro",2015-10-01,14.3,0.6,-0.9,800,450,9.39777777777778,120.838541666667,157.455555555556,1755,267.795555555556,2.15653333333333,313,88,362,0,0
"Centro",2015-11-01,14.5,0.4,-0.4,800,428,9.39953271028037,121.254010695187,156.329439252336,1275,284.247663551402,2.30357476635514,297,80,348,0,0
"Centro",2015-12-01,14.6,-0.3,-0.1,800,448,11.9575892857143,124.989528795812,155.825892857143,1306,280.095982142857,2.28794642857143,320,79,369,0,0
"Arganzuela",2015-01-01,11.3,-1.6,-1.5,800,12,3.08333333333333,65.1818181818182,178.916666666667,45,282.916666666667,2.15583333333333,10,7,5,0,0
"Arganzuela",2015-02-01,11.4,0.2,-1.2,800,13,4.92307692307692,73.4,158.538461538462,40,241.692307692308,1.85307692307692,12,6,7,0,0
"Arganzuela",2015-03-01,11.4,0.6,-0.8,800,20,4.7,73.7058823529412,162.3,55,217.95,1.7175,19,9,11,0,0
"Arganzuela",2015-04-01,11.5,0.9,-0.7,800,23,4.78260869565217,81.5,157.173913043478,77,198.217391304348,1.55391304347826,20,10,13,0,0
"Arganzuela",2015-05-01,11.5,0.5,-0.3,800,27,5.33333333333333,80.2380952380952,155.518518518519,93,174.259259259259,1.36888888888889,23,14,13,0,0
"Arganzuela",2015-06-01,11.5,0.3,0,800,21,6,78.7058823529412,164.666666666667,72,218.285714285714,1.71714285714286,19,8,13,0,0
"Arganzuela",2015-07-01,11.5,-0.9,0,800,26,3.73076923076923,72.1111111111111,129.423076923077,84,197.653846153846,1.57615384615385,23,11,15,0,0
"Arganzuela",2015-08-01,11.5,-0.3,-0.5,800,26,3.76923076923077,69.3333333333333,129.961538461538,65,215.5,1.74230769230769,23,13,13,0,0
"Arganzuela",2015-09-01,11.5,-0.3,-1.1,800,31,3.96774193548387,75.2608695652174,149.806451612903,95,189.935483870968,1.54516129032258,27,15,16,0,0
"Arganzuela",2015-10-01,11.7,0.6,-0.9,800,34,3.73529411764706,99.448275862069,171.441176470588,120,189.176470588235,1.54882352941176,30,16,18,0,0
"Arganzuela",2015-11-01,12,0.4,-0.4,800,28,4.10714285714286,75.375,179.142857142857,68,243.321428571429,2.02678571428571,24,14,14,0,0
"Arganzuela",2015-12-01,12.1,-0.3,-0.1,800,33,3.90909090909091,98.8076923076923,162.939393939394,77,214.848484848485,1.79151515151515,30,15,18,0,0
"Retiro",2015-01-01,11.9,-1.6,-1.5,800,11,2.18181818181818,160.636363636364,212.181818181818,20,224.363636363636,1.71909090909091,11,4,7,0,0
"Retiro",2015-02-01,11.9,0.2,-1.2,800,14,5.35714285714286,147.384615384615,165.642857142857,37,222.357142857143,1.68785714285714,13,4,10,0,0
"Retiro",2015-03-01,12,0.6,-0.8,800,13,4.69230769230769,110,133.846153846154,38,235.384615384615,1.79846153846154,11,5,8,0,0
"Retiro",2015-04-01,12.1,0.9,-0.7,800,15,4.86666666666667,129.333333333333,122.333333333333,50,209.466666666667,1.59066666666667,14,6,9,0,0
"Retiro",2015-05-01,12.1,0.5,-0.3,800,16,5.25,128.076923076923,121,65,219.0625,1.719375,15,7,9,0,0
"Retiro",2015-06-01,12.2,0.3,0,800,18,3.94444444444444,169,154.333333333333,52,197.388888888889,1.53777777777778,16,11,7,0,0
"Retiro",2015-07-01,12.1,-0.9,0,800,13,4.61538461538461,113.272727272727,157.615384615385,58,260.692307692308,2.00846153846154,11,6,7,0,0
"Retiro",2015-08-01,12.1,-0.3,-0.5,800,20,4.15,121.357142857143,111.1,54,208.25,1.632,18,8,12,0,0
"Retiro",2015-09-01,12.2,-0.3,-1.1,800,23,6.73913043478261,113.764705882353,128.478260869565,58,189.347826086957,1.51434782608696,20,11,12,0,0
"Retiro",2015-10-01,12.5,0.6,-0.9,800,27,4.77777777777778,139.75,146.962962962963,90,164.148148148148,1.31962962962963,24,14,13,0,0
"Retiro",2015-11-01,12.7,0.4,-0.4,800,20,4.3,120.875,130,49,205.8,1.638,18,9,11,0,0
"Retiro",2015-12-01,13,-0.3,-0.1,800,22,6.59090909090909,128.944444444444,139.318181818182,47,205.136363636364,1.64318181818182,19,10,12,0,0
"Salamanca",2015-01-01,14,-1.6,-1.5,800,6,9.5,127,235.5,8,99.5,0.723333333333333,6,1,5,0,0
"Salamanca",2015-02-01,14,0.2,-1.2,800,5,9.4,142,225.6,7,82.6,0.604,5,0,5,0,0
"Salamanca",2015-03-01,14,0.6,-0.8,800,5,7.6,86,150.6,9,111.2,0.788,5,1,4,0,0
"Salamanca",2015-04-01,14,0.9,-0.7,800,11,7.54545454545455,150.125,191.272727272727,22,64.1818181818182,0.499090909090909,10,1,10,0,0
"Salamanca",2015-05-01,14.1,0.5,-0.3,800,13,7.30769230769231,148.625,165.692307692308,21,52,0.417692307692308,13,1,12,0,0
"Salamanca",2015-06-01,14.2,0.3,0,800,9,7.11111111111111,120.285714285714,157,15,80,0.572222222222222,9,1,8,0,0
"Salamanca",2015-07-01,14.2,-0.9,0,800,10,7.6,113.142857142857,159.6,15,114.1,0.957,10,2,8,0,0
"Salamanca",2015-08-01,14.4,-0.3,-0.5,800,12,7.66666666666667,135.888888888889,167.166666666667,19,95.0833333333333,0.831666666666667,12,3,9,0,0
"Salamanca",2015-09-01,14.6,-0.3,-1.1,800,22,6,103.4375,170.227272727273,37,127.954545454545,1.09863636363636,22,9,13,0,0
"Salamanca",2015-10-01,14.8,0.6,-0.9,800,17,4.11764705882353,126.75,146.176470588235,41,131,1.16,16,5,12,0,0
"Salamanca",2015-11-01,14.9,0.4,-0.4,800,21,6.42857142857143,135.357142857143,142.380952380952,36,126.761904761905,1.08952380952381,21,6,15,0,0
"Salamanca",2015-12-01,14.9,-0.3,-0.1,800,24,5.66666666666667,153.875,119.791666666667,41,136.25,1.1875,23,8,16,0,0
"Chamartín",2015-01-01,12.5,-1.6,-1.5,800,3,1.66666666666667,67.5,21.3333333333333,8,159.666666666667,1.23,3,1,2,0,0
"Chamartín",2015-02-01,12.5,0.2,-1.2,800,5,13.2,68.3333333333333,100.4,10,145.6,1.176,5,1,4,0,0
"Chamartín",2015-03-01,12.5,0.6,-0.8,800,8,5.375,73,85.125,20,127.125,1.00875,7,3,5,0,0
"Chamartín",2015-04-01,12.5,0.9,-0.7,800,8,6.5,73,144.125,24,117.125,0.9425,8,4,4,0,0
"Chamartín",2015-05-01,12.6,0.5,-0.3,800,7,4.14285714285714,96.1428571428571,247.428571428571,15,118,0.968571428571429,6,4,3,0,0
"Chamartín",2015-06-01,12.6,0.3,0,800,11,5.36363636363636,95.3636363636364,203.454545454545,19,135.545454545455,1.12181818181818,9,3,8,0,0
"Chamartín",2015-07-01,12.6,-0.9,0,800,6,2,110.5,201.333333333333,14,213.666666666667,1.79833333333333,6,2,4,0,0
"Chamartín",2015-08-01,12.6,-0.3,-0.5,800,12,4.83333333333333,79,137.666666666667,20,132.25,1.09166666666667,10,4,8,0,0
"Chamartín",2015-09-01,12.7,-0.3,-1.1,800,13,6.61538461538461,91.3333333333333,165.923076923077,28,151.538461538462,1.26615384615385,10,4,9,0,0
"Chamartín",2015-10-01,12.7,0.6,-0.9,800,12,5.25,97.8181818181818,184.333333333333,46,152.25,1.28166666666667,9,3,9,0,0
"Chamartín",2015-11-01,12.9,0.4,-0.4,800,8,6,102.125,200.75,23,188,1.585,7,2,6,0,0
"Chamartín",2015-12-01,13,-0.3,-0.1,800,12,7.5,102.5,173.916666666667,31,150.916666666667,1.2775,11,2,10,0,0
"Tetuán",2015-01-01,11.3,-1.6,-1.5,800,3,1.33333333333333,73.6666666666667,217.333333333333,14,448,3.49333333333333,3,1,2,0,0
"Tetuán",2015-02-01,11.4,0.2,-1.2,800,2,1,60.5,310,10,618.5,4.785,2,1,1,0,0
"Tetuán",2015-03-01,11.5,0.6,-0.8,800,2,1,60.5,310,6,618.5,4.785,2,1,1,0,0
"Tetuán",2015-04-01,11.5,0.9,-0.7,800,6,1.83333333333333,70,133.5,18,288.166666666667,2.27666666666667,6,3,3,0,0
"Tetuán",2015-05-01,11.6,0.5,-0.3,800,6,2,55.6666666666667,116.666666666667,17,200.166666666667,1.65833333333333,6,4,2,0,0
"Tetuán",2015-06-01,11.7,0.3,0,800,5,7.8,95,82.6,14,227.6,1.868,5,2,3,0,0
"Tetuán",2015-07-01,11.7,-0.9,0,800,8,1.625,71.2,127.5,26,175.5,1.4575,8,5,3,0,0
"Tetuán",2015-08-01,11.7,-0.3,-0.5,800,5,7.4,32,100.2,18,198.4,1.668,5,5,0,0,0
"Tetuán",2015-09-01,11.7,-0.3,-1.1,800,10,2.3,67.6666666666667,135.2,20,150.7,1.26,10,7,3,0,0
"Tetuán",2015-10-01,11.8,0.6,-0.9,800,10,6.1,75.8571428571429,163.5,19,149.8,1.25,10,5,5,0,0
"Tetuán",2015-11-01,11.9,0.4,-0.4,800,9,5.66666666666667,89.2,51.4444444444444,26,159.666666666667,1.34777777777778,9,4,5,0,0
"Tetuán",2015-12-01,12.2,-0.3,-0.1,800,7,4,34,101.285714285714,14,188.142857142857,1.59285714285714,6,6,1,0,0
"Chamberí",2015-01-01,13.7,-1.6,-1.5,800,12,9.91666666666667,114.714285714286,75.8333333333333,26,159.75,1.20916666666667,10,5,7,0,0
"Chamberí",2015-02-01,13.7,0.2,-1.2,800,10,3.2,103.666666666667,82.5,23,200.4,1.526,9,4,6,0,0
"Chamberí",2015-03-01,13.9,0.6,-0.8,800,16,10,88.4545454545455,72.25,36,160,1.21,14,7,9,0,0
"Chamberí",2015-04-01,13.8,0.9,-0.7,800,14,9.35714285714286,102.090909090909,97.6428571428571,45,176.642857142857,1.33142857142857,13,4,10,0,0
"Chamberí",2015-05-01,13.8,0.5,-0.3,800,20,8.5,98.4375,97.55,58,143.5,1.0985,17,7,13,0,0
"Chamberí",2015-06-01,13.7,0.3,0,800,17,15.6470588235294,90.5454545454545,89.7058823529412,51,143.117647058824,1.09941176470588,16,7,10,0,0
"Chamberí",2015-07-01,13.7,-0.9,0,800,18,10.4444444444444,87.5714285714286,75.6666666666667,40,132.444444444444,1.06111111111111,15,9,9,0,0
"Chamberí",2015-08-01,13.7,-0.3,-0.5,800,13,10.7692307692308,79.6666666666667,76.7692307692308,29,177.769230769231,1.38923076923077,11,4,9,0,0
"Chamberí",2015-09-01,13.7,-0.3,-1.1,800,27,9.2962962962963,82.3684210526316,64.1111111111111,73,108.62962962963,0.844814814814815,24,11,16,0,0
"Chamberí",2015-10-01,13.8,0.6,-0.9,800,21,9.61904761904762,71.5,72.2857142857143,56,137.904761904762,1.0747619047619,19,9,12,0,0
"Chamberí",2015-11-01,14.1,0.4,-0.4,800,19,10.0526315789474,82.8666666666667,81.2631578947368,42,135.631578947368,1.05578947368421,17,7,12,0,0
"Chamberí",2015-12-01,14.1,-0.3,-0.1,800,20,11.95,79.8235294117647,86.5,42,140.5,1.082,18,7,13,0,0
"Latina",2015-01-01,8.5,-1.6,-1.5,800,5,2.6,39.3333333333333,48,8,106.4,0.752,3,5,0,0,0
"Latina",2015-02-01,8.5,0.2,-1.2,800,6,2,46.6,64.3333333333333,10,100.166666666667,0.73,3,6,0,0,0
"Latina",2015-03-01,8.5,0.6,-0.8,800,4,2,50,48.75,9,148.5,1.0675,3,4,0,0,0
"Latina",2015-04-01,8.4,0.9,-0.7,800,6,2.5,46,68,17,107,0.768333333333333,5,5,1,0,0
"Latina",2015-05-01,8.4,0.5,-0.3,800,8,2.75,52.5,68.125,14,85.5,0.63,7,6,2,0,0
"Latina",2015-06-01,8.5,0.3,0,800,5,2.6,51,47,6,230,1.854,3,4,1,0,0
"Latina",2015-07-01,8.6,-0.9,0,800,8,2.5,55,62.75,22,159.5,1.29125,7,6,2,0,0
"Latina",2015-08-01,8.7,-0.3,-0.5,800,6,12,70.3333333333333,36.3333333333333,9,94.1666666666667,0.69,5,3,3,0,0
"Latina",2015-09-01,8.7,-0.3,-1.1,800,10,10.1,59.8888888888889,116.7,27,161.4,1.325,8,6,4,0,0
"Latina",2015-10-01,8.7,0.6,-0.9,800,10,9.6,61.875,90.7,40,174.3,1.464,9,6,4,0,0
"Latina",2015-11-01,8.7,0.4,-0.4,800,10,4.5,72.5714285714286,87,32,174,1.461,8,6,4,0,0
